,Code,Language,Type,URL,Stars,PushDate,build_script,expert,use_cmake,use_configure,usedHash,note
4871,HemantRemanache/OpenMPSearchAlgo,C,git,https://github.com/HemantRemanache/OpenMPSearchAlgo.git,0,2021-01-21 20:03:25+00:00,,ci,,,,
4847,pg443/Jacobi-Solver-OpenMP,C,git,https://github.com/pg443/Jacobi-Solver-OpenMP.git,0,2021-01-28 07:07:18+00:00,,ci,,,,
8185,UoB-HPC/heat_sycl,C++,git,https://github.com/UoB-HPC/heat_sycl.git,0,2023-07-21 19:00:38+00:00,,ci,,,,
4839,lorenzobucci/Levenshtein-Distance-OpenMP-version,C++,git,https://github.com/lorenzobucci/Levenshtein-Distance-OpenMP-version.git,0,2021-02-01 17:08:34+00:00,,ci,,,,
4836,iamAbhi-916/High-Performance-Computing-in-C,C,git,https://github.com/iamAbhi-916/High-Performance-Computing-in-C.git,0,2021-02-02 17:41:55+00:00,,ci,,,,
8189,CamillaDeMartino/Parallel-Computing-OpenMP,C,git,https://github.com/CamillaDeMartino/Parallel-Computing-OpenMP.git,0,2023-07-19 13:20:38+00:00,,ci,,,,
4850,dominc8/parallel-sorting,C,git,https://github.com/dominc8/parallel-sorting.git,0,2021-01-27 19:28:15+00:00,,ci,,,,
4866,burneyh/parallel-convolution,C,git,https://github.com/burneyh/parallel-convolution.git,0,2021-01-22 15:02:26+00:00,,ci,,,,
4862,ZulNaar/MPCrypt,C,git,https://github.com/ZulNaar/MPCrypt.git,0,2021-01-23 13:10:30+00:00,,ci,,,,
8181,SWeissenberger/CSC410-openmp1-v1,C,git,https://github.com/SWeissenberger/CSC410-openmp1-v1.git,0,2023-07-24 16:40:09+00:00,,ci,,,,
4855,aydinbuluc/cs267-openmp-mergesort,C++,git,https://github.com/aydinbuluc/cs267-openmp-mergesort.git,0,2021-01-26 00:47:30+00:00,,ci,,,,
5106,krummelur/n-queens_openMP,C++,git,https://github.com/krummelur/n-queens_openMP.git,0,2020-11-12 23:16:30+00:00,,ci,,,,
5385,pangoso/OpenMP-Bitonic-Sort,C,git,https://github.com/pangoso/OpenMP-Bitonic-Sort.git,0,2022-06-25 10:08:45+00:00,,ci,,,,
5379,R-A-Khan/Parallel-Prog-Projects,C,git,https://github.com/R-A-Khan/Parallel-Prog-Projects.git,0,2022-06-27 10:54:33+00:00,,ci,,,,
5374,AhmedeZ2001/K-means-Clustering,C,git,https://github.com/AhmedeZ2001/K-means-Clustering.git,0,2022-06-28 06:11:28+00:00,,ci,,,,
5370,CatKinKitKat/TEI-ImageMP,C++,git,https://github.com/CatKinKitKat/TEI-ImageMP.git,0,2022-06-28 20:25:46+00:00,,ci,,,,
5364,Minyoung-Kim1110/OpenMP,C,git,https://github.com/Minyoung-Kim1110/OpenMP.git,0,2022-06-30 13:05:03+00:00,,ci,,,,
5388,Romen-Adama-Dev/High-Performance-Computing-Lab7,C,git,https://github.com/Romen-Adama-Dev/High-Performance-Computing-Lab7.git,0,2022-06-24 11:11:34+00:00,,ci,,,,
5408,nikosstam4/parallel_computing,C,git,https://github.com/nikosstam4/parallel_computing.git,0,2022-06-17 21:04:34+00:00,,ci,,,,
5404,wjankowski96/OpenMP,C++,git,https://github.com/wjankowski96/OpenMP.git,0,2022-06-19 09:52:29+00:00,,ci,,,,
5400,nmac-dev/parallel-2D-advection,C,git,https://github.com/nmac-dev/parallel-2D-advection.git,0,2022-06-20 15:33:27+00:00,,ci,,,,
5396,steven112163/Parallel-Programming,C++,git,https://github.com/steven112163/Parallel-Programming.git,0,2022-06-21 04:06:56+00:00,,ci,,,,
5391,Romen-Adama-Dev/Parallel-and-Distributed-Programming-Lab3,C,git,https://github.com/Romen-Adama-Dev/Parallel-and-Distributed-Programming-Lab3.git,0,2022-06-23 09:45:40+00:00,,ci,,,,
5359,Riceboy112/LU-Decomposition-Program-Performances,C++,git,https://github.com/Riceboy112/LU-Decomposition-Program-Performances.git,0,2022-07-03 07:30:14+00:00,,ci,,,,
5330,mase28/OpenMPNeuralNetwork,C,git,https://github.com/mase28/OpenMPNeuralNetwork.git,0,2022-07-12 20:50:32+00:00,,ci,,,,
5325,cermi29/ParallelStableSort,C++,git,https://github.com/cermi29/ParallelStableSort.git,0,2022-07-16 14:00:33+00:00,,ci,,,,
5320,Chrz95/OpenMP_Parallelism,C,git,https://github.com/Chrz95/OpenMP_Parallelism.git,0,2022-07-20 17:57:38+00:00,,ci,,,,
5315,zjzoloo/mandelbrot-with-openMP,C,git,https://github.com/zjzoloo/mandelbrot-with-openMP.git,0,2022-07-23 09:58:36+00:00,,ci,,,,
5311,coniferousdyer/Needleman-Wunsch-Optimization,C++,git,https://github.com/coniferousdyer/Needleman-Wunsch-Optimization.git,0,2022-07-24 23:11:29+00:00,,ci,,,,
5347,Vivek2696/parallel-programming,C++,git,https://github.com/Vivek2696/parallel-programming.git,0,2022-07-07 03:29:34+00:00,,ci,,,,
5352,Hassan-Ashfaq/Parallel-Distributed-Algorithms-Designing,C++,git,https://github.com/Hassan-Ashfaq/Parallel-Distributed-Algorithms-Designing.git,0,2022-07-04 21:23:36+00:00,,ci,,,,
5348,nachoLedesma1/openMP2,C,git,https://github.com/nachoLedesma1/openMP2.git,0,2022-07-06 09:02:28+00:00,,ci,,,,
5344,cthadeusantos/gauss-seidel,C,git,https://github.com/cthadeusantos/gauss-seidel.git,0,2022-07-07 18:42:00+00:00,,ci,,,,
5339,GoshaSerbin/LUDecompositionOpenMP,C++,git,https://github.com/GoshaSerbin/LUDecompositionOpenMP.git,0,2022-07-09 16:08:10+00:00,,ci,,,,
5414,gtrabes/OpenMP-Synch-Benchmark,C++,git,https://github.com/gtrabes/OpenMP-Synch-Benchmark.git,0,2022-06-15 21:49:37+00:00,,ci,,,,
5486,mmaleki92/openmp,C++,git,https://github.com/mmaleki92/openmp.git,0,2022-05-25 07:40:37+00:00,,ci,,,,
5483,jrengdahl/bmomp,C++,git,https://github.com/jrengdahl/bmomp.git,0,2022-05-26 03:46:06+00:00,,ci,,,,
8072,uptoamir/Multicore-Programming-Project,C,git,https://github.com/uptoamir/Multicore-Programming-Project.git,0,2023-09-13 08:47:23+00:00,,ci,,,,
5474,medasuryatej/advanced_parallel_computation,C++,git,https://github.com/medasuryatej/advanced_parallel_computation.git,0,2022-05-30 05:49:34+00:00,,ci,,,,
5469,cristi161/openmp-optical-flow,C++,git,https://github.com/cristi161/openmp-optical-flow.git,0,2022-05-31 14:52:55+00:00,,ci,,,,
5415,lorenzomanica/openmp-mandelbrot-area,C,git,https://github.com/lorenzomanica/openmp-mandelbrot-area.git,0,2022-06-15 18:58:32+00:00,,ci,,,,
5513,aikiboo/PasswordBreaker,C,git,https://github.com/aikiboo/PasswordBreaker.git,0,2022-05-18 13:55:28+00:00,,ci,,,,
5508,Ata-Pab/Parallel_BFS_OpenMP,C,git,https://github.com/Ata-Pab/Parallel_BFS_OpenMP.git,0,2022-05-19 21:33:43+00:00,,ci,,,,
5504,ZhangYanrui123/Parrallel-Programming---Hw4---OpenMP,C++,git,https://github.com/ZhangYanrui123/Parrallel-Programming---Hw4---OpenMP.git,0,2022-05-21 08:55:49+00:00,,ci,,,,
5499,Ching-Yee-Chan/openMP,C++,git,https://github.com/Ching-Yee-Chan/openMP.git,0,2022-05-22 03:46:44+00:00,,ci,,,,
5494,annalieks/bellman-ford,C++,git,https://github.com/annalieks/bellman-ford.git,0,2022-05-23 01:01:21+00:00,,ci,,,,
5463,Bahaa29/OpenMP_with_mpi-compute-hisogram,C,git,https://github.com/Bahaa29/OpenMP_with_mpi-compute-hisogram.git,0,2022-06-02 18:42:18+00:00,,ci,,,,
5433,MariamAboAyla/Histogram-by-MPI---C-language,C,git,https://github.com/MariamAboAyla/Histogram-by-MPI---C-language.git,0,2022-06-09 17:30:06+00:00,,ci,,,,
5428,gustavohubner/ippd-mandelbrot,C,git,https://github.com/gustavohubner/ippd-mandelbrot.git,0,2022-06-12 17:08:07+00:00,,ci,,,,
5423,esmaeilkeshavarz/Edge-detection-with-C-using-OpenMp,C,git,https://github.com/esmaeilkeshavarz/Edge-detection-with-C-using-OpenMp.git,0,2022-06-14 14:52:45+00:00,,ci,,,,
8088,Hombre-x/omp-playground,C,git,https://github.com/Hombre-x/omp-playground.git,0,2023-09-05 05:09:27+00:00,,ci,,,,
5437,the-wida/Raycaster-OpenGL-and-OpenMP,C,git,https://github.com/the-wida/Raycaster-OpenGL-and-OpenMP.git,0,2022-06-08 21:16:56+00:00,,ci,,,,
5462,Koshman-Nikita/OpenMPI,C++,git,https://github.com/Koshman-Nikita/OpenMPI.git,0,2022-06-02 19:08:18+00:00,,ci,,,,
5456,nebcio/cpp-lists,C++,git,https://github.com/nebcio/cpp-lists.git,0,2022-06-04 18:49:20+00:00,,ci,,,,
5449,Karthik8185/OpenMP-,C,git,https://github.com/Karthik8185/OpenMP-.git,0,2022-06-06 18:11:31+00:00,,ci,,,,
5447,DhruvSrikanth/Advection-Diffusion-Simulation,C++,git,https://github.com/DhruvSrikanth/Advection-Diffusion-Simulation.git,0,2022-06-06 21:45:22+00:00,,ci,,,,
5442,dimitrisgiannopoulos/KNN-with-parallel-programming-in-C,C,git,https://github.com/dimitrisgiannopoulos/KNN-with-parallel-programming-in-C.git,0,2022-06-07 11:55:06+00:00,,ci,,,,
5307,harjeet-blue/Summer-IP-HPC-lab,C,git,https://github.com/harjeet-blue/Summer-IP-HPC-lab.git,0,2022-07-27 16:54:23+00:00,,ci,,,,
5179,vwpinho/N-body-Simulation-OpenMP,C++,git,https://github.com/vwpinho/N-body-Simulation-OpenMP.git,0,2020-10-26 16:56:50+00:00,,ci,,,,
5170,JonathWesley/Threads,C,git,https://github.com/JonathWesley/Threads.git,0,2020-10-28 16:57:33+00:00,,ci,,,,
5166,atbender/nbodies-openmp,C++,git,https://github.com/atbender/nbodies-openmp.git,0,2020-10-29 00:24:03+00:00,,ci,,,,
5162,Alamart1683/openmp-scalar-product,C++,git,https://github.com/Alamart1683/openmp-scalar-product.git,0,2020-10-29 15:34:30+00:00,,ci,,,,
5158,A01021190/IoTTutorialIan,C,git,https://github.com/A01021190/IoTTutorialIan.git,0,2020-10-29 22:18:25+00:00,,ci,,,,
5186,Geraldjoshua/openmp,C,git,https://github.com/Geraldjoshua/openmp.git,0,2020-10-24 16:08:10+00:00,,ci,,,,
5204,HectorMontillo/OpenMP,C,git,https://github.com/HectorMontillo/OpenMP.git,0,2020-10-17 03:50:03+00:00,,ci,,,,
5200,Mtarginoo/OpenMP_Examples,C,git,https://github.com/Mtarginoo/OpenMP_Examples.git,0,2020-10-18 19:25:50+00:00,,ci,,,,
8115,PirateOfAndaman/parallel_program_examples,C,git,https://github.com/PirateOfAndaman/parallel_program_examples.git,0,2023-08-25 13:32:37+00:00,,ci,,,,
5191,skeptlk/openmp,C,git,https://github.com/skeptlk/openmp.git,0,2020-10-22 09:31:19+00:00,,ci,,,,
5157,dudaeitelven/OpenMp,C,git,https://github.com/dudaeitelven/OpenMp.git,0,2020-10-29 22:44:35+00:00,,ci,,,,
5126,zsxoff/course-parallel-programming,C,git,https://github.com/zsxoff/course-parallel-programming.git,0,2020-11-06 18:08:02+00:00,,ci,,,,
8123,Sree0211/MPI-And-OpenMP-Projects,C,git,https://github.com/Sree0211/MPI-And-OpenMP-Projects.git,0,2023-08-21 15:11:04+00:00,,ci,,,,
8124,kaydee8-1/Concurrency,C++,git,https://github.com/kaydee8-1/Concurrency.git,0,2023-08-21 08:34:16+00:00,,ci,,,,
5116,Veguinho/ProjetoFinalSupercomp,C++,git,https://github.com/Veguinho/ProjetoFinalSupercomp.git,0,2020-11-10 17:49:21+00:00,,ci,,,,
5110,renzovc987/OpenMP,C,git,https://github.com/renzovc987/OpenMP.git,0,2020-11-11 14:32:10+00:00,,ci,,,,
5129,amithbhat1/Parallel-PageRank,C,git,https://github.com/amithbhat1/Parallel-PageRank.git,0,2020-11-05 14:25:01+00:00,,ci,,,,
5152,Carlos-Ramos-Gtz/OpenMP,C,git,https://github.com/Carlos-Ramos-Gtz/OpenMP.git,0,2020-10-31 00:58:10+00:00,,ci,,,,
5146,Dcarvalho21/Algoritmo-de-Lee---Paralelo,C++,git,https://github.com/Dcarvalho21/Algoritmo-de-Lee---Paralelo.git,0,2020-11-01 03:01:43+00:00,,ci,,,,
5131,Toskor/openMP_lab,C++,git,https://github.com/Toskor/openMP_lab.git,0,2020-11-04 22:49:37+00:00,,ci,,,,
5137,RaghavJindal2000/Parallel-Word-Search-Using-OpenMP-PDC,C++,git,https://github.com/RaghavJindal2000/Parallel-Word-Search-Using-OpenMP-PDC.git,0,2020-11-03 11:39:57+00:00,,ci,,,,
5132,IdoZada/Parallel_Programs,C,git,https://github.com/IdoZada/Parallel_Programs.git,0,2020-11-04 15:14:43+00:00,,ci,,,,
8099,nikhilverma1998/MPI-OpenMP,C++,git,https://github.com/nikhilverma1998/MPI-OpenMP.git,0,2023-08-30 13:15:18+00:00,,ci,,,,
5277,arurans/Henon-Heiles,C++,git,https://github.com/arurans/Henon-Heiles.git,0,2022-08-04 16:22:53+00:00,,ci,,,,
5274,Cvtx/Mandelbrot,C,git,https://github.com/Cvtx/Mandelbrot.git,0,2022-08-06 11:01:04+00:00,,ci,,,,
8098,DhanushkaSandakelum/OpenMP,C,git,https://github.com/DhanushkaSandakelum/OpenMP.git,0,2023-08-30 16:20:05+00:00,,ci,,,,
5266,jooooow/watercolor_simulator_GPU,C++,git,https://github.com/jooooow/watercolor_simulator_GPU.git,0,2022-08-12 14:28:49+00:00,,ci,,,,
5282,giov8/lcs-openmp,C,git,https://github.com/giov8/lcs-openmp.git,0,2022-08-04 04:10:48+00:00,,ci,,,,
5305,zhuzhe1995/takeref,C++,git,https://github.com/zhuzhe1995/takeref.git,0,2022-07-28 07:49:05+00:00,,ci,,,,
5301,Alionco/Programacao-Paralela-Knapsack01-OpenMP,C,git,https://github.com/Alionco/Programacao-Paralela-Knapsack01-OpenMP.git,0,2022-07-29 13:29:37+00:00,,ci,,,,
5296,Teddies1/Pirallelisation,C,git,https://github.com/Teddies1/Pirallelisation.git,0,2022-07-30 13:39:33+00:00,,ci,,,,
5293,bova-ev/openmp_hw,C,git,https://github.com/bova-ev/openmp_hw.git,0,2022-07-31 09:03:18+00:00,,ci,,,,
5289,ANNAmiuz/N-Body-Simulation---MPI-Pthread-Openmp,C++,git,https://github.com/ANNAmiuz/N-Body-Simulation---MPI-Pthread-Openmp.git,0,2022-08-01 15:35:12+00:00,,ci,,,,
5212,Fran-cio/Reconocedor_de_Patrones_Usando_OpenMP,C,git,https://github.com/Fran-cio/Reconocedor_de_Patrones_Usando_OpenMP.git,0,2022-09-07 01:12:05+00:00,,ci,,,,
8108,alishaidari/parallel_mnist,C,git,https://github.com/alishaidari/parallel_mnist.git,0,2023-08-28 01:36:16+00:00,,ci,,,,
5225,sachinkumar11/OpenMP,C,git,https://github.com/sachinkumar11/OpenMP.git,0,2022-08-31 07:11:38+00:00,,ci,,,,
5221,dirkarnez/docker-openmpi-playground,C,git,https://github.com/dirkarnez/docker-openmpi-playground.git,0,2022-09-02 07:55:50+00:00,,ci,,,,
8112,Ok-san/image_contrast_enhancement,C++,git,https://github.com/Ok-san/image_contrast_enhancement.git,0,2023-08-26 22:51:51+00:00,,ci,,,,
8113,EricbsCode/MultiThread_OpenMP_Project,C++,git,https://github.com/EricbsCode/MultiThread_OpenMP_Project.git,0,2023-08-26 22:30:49+00:00,,ci,,,,
5244,valerii-martell/High-Performance-Computing,C++,git,https://github.com/valerii-martell/High-Performance-Computing.git,0,2022-08-22 05:29:21+00:00,,ci,,,,
5250,MukunthBS/Parallel-Image-Compression,C,git,https://github.com/MukunthBS/Parallel-Image-Compression.git,0,2022-08-19 19:01:24+00:00,,ci,,,,
5245,bd897/The-Baby-Blas,C,git,https://github.com/bd897/The-Baby-Blas.git,0,2022-08-21 21:28:17+00:00,,ci,,,,
5241,bokazu/cpp_OpneMP,C++,git,https://github.com/bokazu/cpp_OpneMP.git,0,2022-08-23 14:15:55+00:00,,ci,,,,
8105,systematic-chaos/pcmc,C,git,https://github.com/systematic-chaos/pcmc.git,0,2023-08-28 15:45:54+00:00,,ci,,,,
6152,df7734/OpenMPI,C++,git,https://github.com/df7734/OpenMPI.git,0,2021-11-01 22:08:28+00:00,,ci,,,,
7708,SaadARazzaq/Odd-Even-Sorting,C,git,https://github.com/SaadARazzaq/Odd-Even-Sorting.git,0,2023-12-21 20:38:25+00:00,,ci,,,,
6990,70Null07/OpenMP-Parallel-Sorts,C++,git,https://github.com/70Null07/OpenMP-Parallel-Sorts.git,0,2022-12-01 15:21:15+00:00,,ci,,,,
6985,bibscore/hpc,C,git,https://github.com/bibscore/hpc.git,0,2022-12-02 19:46:54+00:00,,ci,,,,
6980,MaverickTheDude/Parallel_computing,C,git,https://github.com/MaverickTheDude/Parallel_computing.git,0,2022-12-05 11:49:40+00:00,,ci,,,,
6975,henriquesimoes/openmpi-examples,C++,git,https://github.com/henriquesimoes/openmpi-examples.git,0,2022-12-06 04:07:04+00:00,,ci,,,,
7707,SaadARazzaq/Cannons-Matrix-Matrix-Multiplication,C,git,https://github.com/SaadARazzaq/Cannons-Matrix-Matrix-Multiplication.git,0,2023-12-21 20:59:21+00:00,,ci,,,,
7700,eric070021/2023-Parallel-Computing,C++,git,https://github.com/eric070021/2023-Parallel-Computing.git,0,2023-12-24 13:39:54+00:00,,ci,,,,
7702,dszharikov/openmp,C++,git,https://github.com/dszharikov/openmp.git,0,2023-12-24 01:42:12+00:00,,ci,,,,
7011,Fridalizett/Act-2.3,C,git,https://github.com/Fridalizett/Act-2.3.git,0,2022-11-24 19:19:52+00:00,,ci,,,,
7703,glsurkov/openMP,C++,git,https://github.com/glsurkov/openMP.git,0,2023-12-23 21:19:34+00:00,,ci,,,,
7004,matheusfc77/OpenMPFractal,C++,git,https://github.com/matheusfc77/OpenMPFractal.git,0,2022-11-26 17:54:26+00:00,,ci,,,,
6970,arthurcerveira/Parallel-Full-Search,C++,git,https://github.com/arthurcerveira/Parallel-Full-Search.git,0,2022-12-07 21:13:30+00:00,,ci,,,,
6941,louisschraeder/Langford_OpenMP,C++,git,https://github.com/louisschraeder/Langford_OpenMP.git,0,2022-12-15 11:06:02+00:00,,ci,,,,
6937,yuhangy7/Game-of-Life-parallelization,C++,git,https://github.com/yuhangy7/Game-of-Life-parallelization.git,0,2022-12-16 04:16:05+00:00,,ci,,,,
6933,ahusicic1/Parallel-Convex-Hull-OpenMP,C++,git,https://github.com/ahusicic1/Parallel-Convex-Hull-OpenMP.git,0,2022-12-16 15:19:47+00:00,,ci,,,,
7725,ambarnoatay/OpenMP,C++,git,https://github.com/ambarnoatay/OpenMP.git,0,2023-12-19 02:54:43+00:00,,ci,,,,
6924,silveiraluisf/Trabalho-Final-OpenMPI,C,git,https://github.com/silveiraluisf/Trabalho-Final-OpenMPI.git,0,2022-12-18 17:42:34+00:00,,ci,,,,
7722,enricobolzonello/OpenMPI-Dijkstra,C,git,https://github.com/enricobolzonello/OpenMPI-Dijkstra.git,0,2023-12-19 16:35:46+00:00,,ci,,,,
6963,Julian-Vega-UNAL/Matrix-Multuplication-MPI-OPENMP-,C++,git,https://github.com/Julian-Vega-UNAL/Matrix-Multuplication-MPI-OPENMP-.git,0,2022-12-09 18:17:32+00:00,,ci,,,,
6960,Greenfig/nodejs-addon-mutithread,C++,git,https://github.com/Greenfig/nodejs-addon-mutithread.git,0,2022-12-10 15:50:04+00:00,,ci,,,,
6956,autonomoid/PiMP,C++,git,https://github.com/autonomoid/PiMP.git,0,2022-12-11 21:30:59+00:00,,ci,,,,
6952,shayanpirani/Implementation-of-PRims-and-Dijstra-Algorithm-Using-OPENMP,C++,git,https://github.com/shayanpirani/Implementation-of-PRims-and-Dijstra-Algorithm-Using-OPENMP.git,0,2022-12-13 14:56:14+00:00,,ci,,,,
7718,jpusp/OAC2-EP2,C,git,https://github.com/jpusp/OAC2-EP2.git,0,2023-12-20 21:06:48+00:00,,ci,,,,
7018,leesj-dev/polygenic-inheritance,C++,git,https://github.com/leesj-dev/polygenic-inheritance.git,0,2022-11-22 06:06:39+00:00,,ci,,,,
7089,KSDeng/OpenMP_Learning,C,git,https://github.com/KSDeng/OpenMP_Learning.git,0,2022-10-24 05:44:28+00:00,,ci,,,,
7085,SpencerDeMera/HPC-and-Scientific-Computing,C,git,https://github.com/SpencerDeMera/HPC-and-Scientific-Computing.git,0,2022-10-25 21:51:18+00:00,,ci,,,,
7081,Hasan-Askari/Question-Paper-Generator-Using-OpenMP,C++,git,https://github.com/Hasan-Askari/Question-Paper-Generator-Using-OpenMP.git,0,2022-10-27 19:34:16+00:00,,ci,,,,
7077,prabhasadivi/ParallelComputingProj-Summer2022-,C++,git,https://github.com/prabhasadivi/ParallelComputingProj-Summer2022-.git,0,2022-10-30 02:01:54+00:00,,ci,,,,
7073,Akashdl/learn-OpenMP,C++,git,https://github.com/Akashdl/learn-OpenMP.git,0,2022-11-01 06:58:16+00:00,,ci,,,,
7090,huydinhtran/CS213-SpMV-OpenMP,C,git,https://github.com/huydinhtran/CS213-SpMV-OpenMP.git,0,2022-10-23 23:00:22+00:00,,ci,,,,
7674,MimmoRedBlack/WordCount_PCPC_OpenMpi,C,git,https://github.com/MimmoRedBlack/WordCount_PCPC_OpenMpi.git,0,2024-01-02 17:32:41+00:00,,ci,,,,
7676,jedrzej-put/OpenMP,C++,git,https://github.com/jedrzej-put/OpenMP.git,0,2024-01-01 18:59:20+00:00,,ci,,,,
7108,yuchenle/CudaKernelWithOpenMPTasks,C,git,https://github.com/yuchenle/CudaKernelWithOpenMPTasks.git,0,2022-10-18 15:21:49+00:00,,ci,,,,
7680,habashanas5/Image-processing-using-openMp,C++,git,https://github.com/habashanas5/Image-processing-using-openMp.git,0,2023-12-30 09:40:08+00:00,,ci,,,,
7099,hiiksyusha/openMP3,C,git,https://github.com/hiiksyusha/openMP3.git,0,2022-10-21 14:25:59+00:00,,ci,,,,
7069,miguelgrieder/words_occurrence_counter,C,git,https://github.com/miguelgrieder/words_occurrence_counter.git,0,2022-11-02 02:54:11+00:00,,ci,,,,
7693,rahmanovmajid/Matrix-PI-OpenMP-pw4-parallel,C,git,https://github.com/rahmanovmajid/Matrix-PI-OpenMP-pw4-parallel.git,0,2023-12-26 11:45:57+00:00,,ci,,,,
7696,Anas-Albaqeri/Parallelizing-Matrix-Multiplication,C,git,https://github.com/Anas-Albaqeri/Parallelizing-Matrix-Multiplication.git,0,2023-12-25 19:32:21+00:00,,ci,,,,
7698,MariaMosina/OpenMP_MPI,C++,git,https://github.com/MariaMosina/OpenMP_MPI.git,0,2023-12-25 06:33:15+00:00,,ci,,,,
7028,MAdel93/OpenMP,C++,git,https://github.com/MAdel93/OpenMP.git,0,2022-11-20 10:05:17+00:00,,ci,,,,
7024,emapco/forestFireCellularAutomata,C++,git,https://github.com/emapco/forestFireCellularAutomata.git,0,2022-11-20 23:35:10+00:00,,ci,,,,
7040,jp-oliveira/PARALELISM,C,git,https://github.com/jp-oliveira/PARALELISM.git,0,2022-11-15 23:13:00+00:00,,ci,,,,
7687,Echosinus/OpenMP,C++,git,https://github.com/Echosinus/OpenMP.git,0,2023-12-28 15:29:09+00:00,,ci,,,,
7688,mihail1409/matrix_multiply_openmp_mpi_cuda,C++,git,https://github.com/mihail1409/matrix_multiply_openmp_mpi_cuda.git,0,2023-12-26 21:32:30+00:00,,ci,,,,
7054,Goatherd0072/RaytracingPractise,C++,git,https://github.com/Goatherd0072/RaytracingPractise.git,0,2022-11-10 05:26:18+00:00,,ci,,,,
7691,rahmanovmajid/Parallel-Prog-OpenMP-pw2,C,git,https://github.com/rahmanovmajid/Parallel-Prog-OpenMP-pw2.git,0,2023-12-26 11:59:30+00:00,,ci,,,,
7047,abraham2512/HeatDistibutionOpenMP,C,git,https://github.com/abraham2512/HeatDistibutionOpenMP.git,0,2022-11-13 06:06:32+00:00,,ci,,,,
6919,Bluzaborges/ConjugateGradient-OpenMP,C,git,https://github.com/Bluzaborges/ConjugateGradient-OpenMP.git,0,2022-12-19 22:36:22+00:00,,ci,,,,
6786,jugovicm/openmp-and-mpi-examples,C,git,https://github.com/jugovicm/openmp-and-mpi-examples.git,0,2023-01-26 17:06:44+00:00,,ci,,,,
6780,mAshrafDawood/TSP-Island-Genetic-Algorithm,C++,git,https://github.com/mAshrafDawood/TSP-Island-Genetic-Algorithm.git,0,2023-01-27 09:22:59+00:00,,ci,,,,
6776,MatuTia/K-Means-OpenMP,C++,git,https://github.com/MatuTia/K-Means-OpenMP.git,0,2023-01-30 10:44:45+00:00,,ci,,,,
6772,DanielSun11/Jacobi-Iteration,C,git,https://github.com/DanielSun11/Jacobi-Iteration.git,0,2023-01-31 16:50:06+00:00,,ci,,,,
7756,tmaklin/rcgpar,C++,git,https://github.com/tmaklin/rcgpar.git,0,2023-12-12 17:39:41+00:00,,ci,,,,
6763,LPB12/ECE506-Project1,C,git,https://github.com/LPB12/ECE506-Project1.git,0,2023-02-01 18:12:10+00:00,,ci,,,,
6805,DmitryGusev91/Parallel-computation-MPI-OpenMP,C,git,https://github.com/DmitryGusev91/Parallel-computation-MPI-OpenMP.git,0,2023-01-21 04:06:10+00:00,,ci,,,,
6811,mariaemiliacastello/the-knight-s-tour-openmp-solution,C,git,https://github.com/mariaemiliacastello/the-knight-s-tour-openmp-solution.git,0,2023-01-19 00:01:00+00:00,,ci,,,,
7749,ANNAmiuz/Heat-Distribution-Simulation,C++,git,https://github.com/ANNAmiuz/Heat-Distribution-Simulation.git,0,2023-12-14 14:29:15+00:00,,ci,,,,
6803,yuchia0221/Parallel-LU-Decomposition,C++,git,https://github.com/yuchia0221/Parallel-LU-Decomposition.git,0,2023-01-21 18:17:42+00:00,,ci,,,,
6798,Victor-Hndz/paralel_computation,C,git,https://github.com/Victor-Hndz/paralel_computation.git,0,2023-01-24 12:57:19+00:00,,ci,,,,
6794,tpu-game-2022/comp2_15_OpenMP,C++,git,https://github.com/tpu-game-2022/comp2_15_OpenMP.git,0,2023-01-24 18:33:15+00:00,,ci,,,,
